OrgId,OrgName
6836,CPBPL(O/oAddl.DCP-SECURITY)
6840,CPBPL(O/oAddl.DCP-TRAFFIC)
6838,CPBPL(O/oAddl.DCP-WS/AJK)
6832,CPBPL(O/oAddl.DCP-Zone1)
6833,CPBPL(O/oAddl.DCP-Zone2)
6834,CPBPL(O/oAddl.DCP-Zone3)
6835,CPBPL(O/oAddl.DCP-Zone4)
6844,CPBPL(O/oAsst.CP-AJK)
6860,CPBPL(O/oAsst.CP-BAIRAGARH)
6861,CPBPL(O/oAsst.CP-CHUNABHATTI)
6846,CPBPL(O/oAsst.CP-CRIME)
6853,CPBPL(O/oAsst.CP-GOVINDPURA)
6852,CPBPL(O/oAsst.CP-HABIBGANJ)
6858,CPBPL(O/oAsst.CP-HANUMANGANJ)
6753,CPBPL(O/oAsst.CP-HQ)
6849,CPBPL(O/oAsst.CP-INTELLIGENCE)
6851,CPBPL(O/oAsst.CP-JAHANGIRABAD)
6856,CPBPL(O/oAsst.CP-KOTWALI)
6847,CPBPL(O/oAsst.CP-LINE)
6855,CPBPL(O/oAsst.CP-MISROD)
6854,CPBPL(O/oAsst.CP-MP NAGAR)
6859,CPBPL(O/oAsst.CP-NISHATPURA)
6848,CPBPL(O/oAsst.CP-SECURITY)
6857,CPBPL(O/oAsst.CP-SHAHJANABAD)
6841,CPBPL(O/oAsst.CP-TRAFFIC)
6850,CPBPL(O/oAsst.CP-TT NAGAR)
6843,CPBPL(O/oAsst.CP-WS)
6745,CPBPL(O/oDCP-CRIME)
6744,CPBPL(O/oDCP-HQ)
6751,CPBPL(O/oDCP-SECURITY & INTELLIGENCE)
6746,CPBPL(O/oDCP-TRAFFIC)
6747,CPBPL(O/oDCP-ZONE1)
6748,CPBPL(O/oDCP-ZONE2)
6749,CPBPL(O/oDCP-ZONE3)
6750,CPBPL(O/oDCP-ZONE4)
6764,CPBPL(PAY SECTION)
6763,CPBPL(PENSION SECTION)
6802,CPBPL(POLICE STATION AISHBAG)
6794,CPBPL(POLICE STATION AJK)
6810,CPBPL(POLICE STATION ARERA HILLS)
6805,CPBPL(POLICE STATION ASHOKA GARDEN)
6808,CPBPL(POLICE STATION AWADPURI)
6811,CPBPL(POLICE STATION AYODHYA NAGAR)
6814,CPBPL(POLICE STATION BAG SEWANIYA)
6827,CPBPL(POLICE STATION BAIRAGARH)
6801,CPBPL(POLICE STATION BAJARIYA)
6826,CPBPL(POLICE STATION CHHOLA)
6796,CPBPL(POLICE STATION CRIME)
6825,CPBPL(POLICE STATION GANDHINAGAR)
6806,CPBPL(POLICE STATION GOVINDPURA)
6803,CPBPL(POLICE STATION HABIBGANJ)
6821,CPBPL(POLICE STATION HANUMANGANJ)
6800,CPBPL(POLICE STATION JAHANGIRABAD)
6798,CPBPL(POLICE STATION KAMLA NAGAR)
6813,CPBPL(POLICE STATION KATARA HILLS)
6828,CPBPL(POLICE STATION KHAJURI)
6820,CPBPL(POLICE STATION KOH-E-FIZA)
6829,CPBPL(POLICE STATION KOLAR)
6815,CPBPL(POLICE STATION KOTWALI)
6793,CPBPL(POLICE STATION MAHILA)
6822,CPBPL(POLICE STATION MANGALWARA)
6812,CPBPL(POLICE STATION MISROD)
6809,CPBPL(POLICE STATION MP NAGAR)
6824,CPBPL(POLICE STATION NISHATPURA)
6807,CPBPL(POLICE STATION PIPLANI)
6799,CPBPL(POLICE STATION RATIBADH)
6818,CPBPL(POLICE STATION SHAHJANABAD)
6804,CPBPL(POLICE STATION SHAHPURA)
6816,CPBPL(POLICE STATION TALAIYA)
6819,CPBPL(POLICE STATION TILA JAMALPURA)
6795,CPBPL(POLICE STATION TRAFFIC)
6797,CPBPL(POLICE STATION TT NAGAR)
6762,CPBPL(READER SECTION)
6778,CPBPL(RECORD KEEPER SECTION)
6774,CPBPL(SERVICE RECORD CELL)
6766,CPBPL(TRAVELLING ALLOWANCE SECTION)
6780,CPBPL(WOMAN SAFETY CELL)
6741,O/o COMMISSIONER OF POLICE BHOPAL
8640,CPIND(AC FIRST SECTION)
8643,CPIND(AWAS SECTION)
8730,CPIND(CCTNS)
8663,CPIND(CENTRAL REGISTRATION UNIT)
8651,CPIND(COMPLAINT SECTION)
8653,CPIND(CONTINGENCY SECTION)
8628,CPIND(CYBER)
8627,CPIND(DISTRICT CRIME BRANCH)
8632,CPIND(DRP LINES)
8629,CPIND(ECONOMIC OFFENCES)
8639,CPIND(ESTABLISHMENT SECTION)
8655,CPIND(GENERAL CONTROL ROOM)
8641,CPIND(GPF SECTION)
8637,CPIND(HEAD CLEARK)
8630,CPIND(HOMICIDE)
8644,CPIND(LEAVE SECTION)
8645,CPIND(LEGAL SECTION)
8646,CPIND(MEDICAL SECTION)
8648,CPIND(OM SECTION)
8553,CPIND(O/o ADDITIONAL CP(HQ&CRIME))
8554,CPIND(O/o ADDITIONAL CP(LAW&ORDER))
8564,CPIND(O/o Addl.DCP-CRIME)
8565,CPIND(O/o Addl.DCP-HQ)
8566,CPIND(O/o Addl.DCP-INTELLIGENCE)
8567,CPIND(O/o Addl.DCP-SECURITY)
8568,CPIND(O/o Addl.DCP-TRAFFIC)
8569,CPIND(O/o Addl.DCP-WS/AJK)
8570,CPIND(O/o Addl.DCP-Zone1)
8571,CPIND(O/o Addl.DCP-Zone2)
8572,CPIND(O/o Addl.DCP-Zone3)
8573,CPIND(O/o Addl.DCP-Zone4)
8584,CPIND(O/o Asst.CP-ANNAPURNA)
8575,CPIND(O/o Asst CP-AZAD NAGAR)
8576,CPIND(O/o Asst CP-GANDHI NAGAR)
8582,CPIND(O/o Asst CP-HIRA NAGAR)
8589,CPIND(O/o Asst.CP-HQ)
8583,CPIND(O/o Asst.CP-JUNI INDORE)
8579,CPIND(O/o Asst.CP-KHAJRANA)
8580,CPIND(O/o Asst CP-KOTWALI)
8590,CPIND(O/o Asst.CP-LINE)
8574,CPIND(O/o Asst CP-MALHARGANJ)
8577,CPIND(O/o Asst.CP-PARDESHIPURA)
8585,CPIND(O/o Asst.CP-SARAFA)
8586,CPIND(O/o Asst.CP-TRAFFIC)
8578,CPIND(O/o Asst CP-VIJAY NAGAR)
8587,CPIND(O/o Asst.CP-WSB)
8560,CPIND(O/o DCP-CRIME)
8561,CPIND(O/o DCP-HQ)
8562,CPIND(O/o DCP-SECURITY AND INTELLIGENCE)
8563,CPIND(O/o DCP-TRAFFIC)
8556,CPIND(O/o DCP-ZONE1)
8557,CPIND(O/o DCP-ZONE2)
8558,CPIND(O/o DCP-ZONE3)
8559,CPIND(O/o DCP-ZONE4)
8649,CPIND(PAY SECTION)
8650,CPIND(PENSION SECTION)
8624,CPIND(POLICE STATION AJK)
8617,CPIND(POLICE STATION ANNAPURNA)
8594,CPIND(POLICE STATION AZAD NAGAR)
8616,CPIND(POLICE STATION BHAWARKUA)
8622,CPIND(POLICE STATION CHATRIPURA)
8611,CPIND(POLICE STATION CHOTIGWALTOLI)
8625,CPIND(POLICE STATION CRIME)
8596,CPIND(POLICE STATION GANDHI NAGAR)
8612,CPIND(POLICE STATION HIRA NAGAR)
8606,CPIND(POLICE STATION KOTWALI)
8602,CPIND(POLICE STATION LASUDIYA)
8591,CPIND(POLICE STATION MALHARGANJ)
8607,CPIND(POLICE STATION MG ROAD)
8610,CPIND(POLICE STATION PALASIYA)
8621,CPIND(POLICE STATION PANDRINATH)
8599,CPIND(POLICE STATION PARDESHIPURA)
8598,CPIND(POLICE STATION RAJENDRA NAGAR)
8615,CPIND(POLICE STATION RAOJI BAZAR)
8592,CPIND(POLICE STATION SADAR BAZAR)
8609,CPIND(POLICE STATION SANYOGITAGANJ)
8620,CPIND(POLICE STATION SARAFA)
8595,CPIND(POLICE STATION TEZAZI NAGAR)
8601,CPIND(POLICE STATION VIJAY NAGAR)
8623,CPIND(POLICE STATION WOMAN SAFETY)
8635,CPIND(RADIO)
8657,CPIND(READER SECTION)
8658,CPIND(RECORD KEEPER SECTION)
8739,CPIND(RTI)
8731,CPIND(SAMMANS WARRANT)
8636,CPIND(SECURITY)
8659,CPIND(SERVICE RECORD CELL)
8660,CPIND(TRAVELLING ALLOWANCE SECTION)
8662,CPIND(VIDHAN SABHA CELL)
8555,O/o COMMISSIONER OF POLICE INDORE
19003,COMM_RF_NVDA (ACCOUNTS)
18999,COMM_RF_NVDA (ESTABLISHMENT)
19010,COMM_RF_NVDA (RIGHT TO INFORMATION)
19001,COMM_RF_NVDA (STORE)
1137,COMMISSIONER TRIBAL DEVELOPMENT
1207,CTD(AAHAR ANUDAN)
1216,CTD(ACCOUNT)
1200,CTD(AWAS SAHAYTA)
1217,CTD(BUDGET)
1202,CTD(CHANBIN SAMITI)
1208,CTD(CIVIL WORK)
1238,CTD(CM HELPLINE)
1206,CTD(COORDINATION)
10174,CTD(Education Establishment)
1197,CTD(EDUCATION ESTABLISHMENT-3)
1204,CTD(EKLAVYA MODEL RESIDENCIAL SCHOOL)
1189,CTD(ESTABLISHMENT-1(DE))
1190,CTD(ESTABLISHMENT-2)
1191,CTD(ESTABLISHMENT-3(2))
1192,CTD(ESTABLISHMENT-4)
1193,CTD(ESTABLISHMENT-5)
1237,CTD(ESTABLISHMENT-7(LEGAL))
10179,CTD(Finance)
10175,CTD(General Establishment)
10176,CTD(Governance)
1199,CTD(HOSTEL)
1225,CTD(INFORMATION TECHNOLOGY)
10177,"CTD(Mpsaras, Education, Coaching & Sports)"
1223,CTD(NATIONAL PENSION SCHEME)
1421,CTD(O/o ADDITIONAL COMMISSIONER)
1234,CTD(O/o ADDITIONAL DIRECTOR)
11388,CTD(O/oASSISTANTCOMMISSIONER)
10163,CTD(O/oCOMMISSIONER)
1542,CTD(PARTICULARLY VULNERABLE TRIBAL GROUP)
1213,CTD(PUBLICITY)
1201,CTD(SCHOLARSHIP)
10180,"CTD(Scholarship, Hostel & Awas Sahayta)"
1203,CTD(SHIKSHA SHALA)
1224,CTD(SPORTS COMPLEX)
1236,CTD(TEACHNICAL TRAINING)
1211,CTD(VEHICLE)
10178,CTD(Vigilance And Law)
1408,DC-BHP(Account)
1410,(DC-BHP)Construction
1406,DC-BHP(Establishment)
1411,DC-BHP(UPSC Coaching)
304,COOP(O/o Deputy Secretary)
471,COOP(O/o Principal Secretary)
305,COOP(O/o Under Secretary)
196,COOP(Section-1)
197,COOP(Section-2)
427,C&R(O/o Minister)
380,C&R-O/o Principle Secretary
851,C&R-O/o Under Secretary
118,C&R(Section-1)
119,C&R(Section-2)
15546,MPCET(O/oASSISTANT MANAGER)
15545,MPCET(O/oGENERAL MANAGER)
16210,MPCET(O/o UDYAMI VIKAS SANSTHAN))
15548,MPCET(RIGHT TO INFORMATION)
15552,MPCET(TRAINING)
16987,CCPWDS(Administration)
16986,CCPWDS(Budget)
16984,CCPWDS(Central registry Unit)
16983,CCPWDS(Legal)
18013,CCPWDS(O/oDeputy Director)
17060,CCPWDS(O/oJoint Director)
16985,CCPWDS(Vyaktigat Prakaran Shakha)
9671,CUL-O/o Additional Chief Secretary
482,CUL-O/o Deputy Secretary
506,CUL-O/o Principle Secretary
9672,CUL-O/o Secretary
228,CUL-Section-1
227,CULTURE
11883,DMH(ACCOUNT SECTION)COLL
11905,DMH(ARMS SECTION)COLL
11902,DMH(COMPLAINT SECTION)COLL
11901,DMH(COURT SECTION)COLL
11882,DMH(ESTABLISHMENT SECTION)COLL
18938,DMH(GENERAL ELECTION SECTION)COLL
11900,DMH(LAND RECORD SECTION)COLL
11897,DMH(NAKAL SECTION)COLL
11898,DMH(NAZARAT SECTION)COLL
11899,DMH(NAZUL SECTION)COLL
11876,DMH(O/o ADDITIONAL COLLECTOR)COLL
13186,DMH(O/o AGRICULTURE)COLL
13192,DMH(O/o ANIMAL HUSBANDRY)COLL
8395,DMH(O/o AYUSH)COLL
14854,DMH(O/o BACKWARD CLASS AND MINORITY WELFARE)COLL
13182,DMH(O/o CHIEF MEDICAL HEALTH OFFICE)COLL
9909,DMH(O/o COLLECTOR)COLL
11881,DMH(O/o DEPUTY COLLECTOR)COLL
17493,DMH(O/o DISTRICT CIVIL SURGEON)COLL
13176,DMH(O/o DISTRICT EDUCATION OFFICE)COLL
12379,DMH(O/o DISTRICT e-GOVERNANCE SOCIETY)COLL
14700,DMH(O/o DISTRICT INDUSTRIES CENTRE)COLL
11875,DMH(O/o DISTRICT MAGISTRATE)COLL
15817,DMH(O/oDISTRICT PUBLIC PROSECUTION OFFICE)COLL
13193,DMH(O/o EXCISE)COLL
14701,DMH(O/o FISHERIES)COLL
13184,DMH(O/o FOOD)COLL
18478,DMH(O/o GOVT INDUSTRIAL TRAINING INSTITUTE PATERA)COLL
15818,DMH(O/oGovt. Polytechnic College Damoh)COLL
13190,DMH(O/o HORTICULTURE)COLL
16416,DMH(O/o INDUSTRIAL TRAINING INSTITUTE DAMOH)COLL
16550,DMH(O/o Institutional Finance Department)COLL
18935,DMH(O/oJANPAD PANCHAYAT JABERA)COLL
13189,DMH(O/o LABOUR)COLL
13877,DMH(O/o MINERAL RESOURCES DEPARTMENT)COLL
12096,DMH(O/o NIC OFFICE)COLL
11879,DMH(O/o OFFICE SUPRITENDENT)COLL
13185,DMH(O/o PLANNING ECONOMICS AND STATISTICS)COLL
13183,DMH(O/o PUBLIC HEALTH ENGINEERING)COLL
12477,DMH(O/o PUBLIC SERVICE MANAGEMENT)COLL
14705,DMH(O/o REGISTRAR COOPERATIVE SOCIETIES)COLL
14702,DMH(O/o REGISTRATION AND STAMPS)COLL
14704,DMH(O/o RURAL ENGINEERING SERVICE)COLL
13191,DMH(O/o SOCIAL JUSTICE AND DISABLED PERSONS WELFARE)COLL
14698,DMH(O/o SUPERINTENDENT LAND RECORDS)COLL
14699,DMH(O/o TRANSPORT)COLL
13188,DMH(O/o TRIBAL)COLL
13177,DMH(O/o WOMAN CHILD DEVELOPMENT)COLL
12380,DMH(O/o ZILA PANCHAYAT)COLL
13187,DMH(O/o ZILA SIKSHA KENDRA)COLL
18892,DMH(RELIEF SECTION)COLL
11908,DMH(SENIOR CLERK SECTION)COLL
13281,DMH(STATISTIC WRITER)COLL
11907,DMH(STORE SECTION)COLL
5206,DATIA(CENTRAL REGISTRATION UNIT)COLL
5197,DATIA(COMPLAINT)COLL
5196,DATIA(COURT)COLL
5190,DATIA(FINANCE)COLL
5195,DATIA(LAND RECORD)COLL
5200,DATIA(LOCAL ELECTION)COLL
5211,DATIA LOK SEVA DEPARTMENT
5192,DATIA(NAKAL)COLL
5193,DATIA(NAZARAT)COLL
5184,DATIA(O/o ADDITIONAL COLLECTOR)COLL
5183,DATIA(O/o ADDITIONAL DISTRICT MAGISTRATE)COLL
16861,DATIA(O/o AGRICULTURE)COLL
15094,DATIA(O/o ANIMAL HUSBANDRY AND DAIRYING)COLL
8417,DATIA(O/o AYUSH)COLL
16682,DATIA(O/o BACKWARD CLASS AND MINORITY WELFARE)COLL
5182,DATIA(O/o COLLECTOR)COLL
5186,DATIA(O/o DEPUTY COLLECTOR)COLL
16400,DATIA(O/o DISTRICT ADULT EDUCATION OFFICE)COLL
5245,DATIA(O/o DISTRICT E-GOVERNANCE SOCIETY)COLL
17415,DATIA(O/o DISTRICT EMPLOYMENT EXCHANGE)COLL
16683,DATIA(O/o DISTRICT PENSION OFFICE)COLL
15802,DATIA(O/o DISTRICT PUBLIC PROSECUTION OFFICE)COLL
17416,DATIA(O/o DISTRICT REGISTRAR COOPERATIVE SOCIETIES)COLL
15095,DATIA(O/o DISTRICT TRADE AND INDUSTRY CENTRE)COLL
17141,DATIA(O/o DUDA)COLL
16469,DATIA(O/o FISHRIES)COLL
5208,DATIA(O/o FOOD)COLL
16468,DATIA(O/o GOVERNMENT POLYTECHNIC COLLEGE)COLL
7143,DATIA(O/o LABOUR)COLL
5209,DATIA(O/o MINING OFFICE)COLL
5207,DATIA(O/o NIC OFFICE)COLL
5188,DATIA(O/o OFFICE SUPRITENDENT)COLL
16904,DATIA(O/o PUBLIC WORK DEPARTMEN-PIU)COLL
16901,DATIA(O/o PUBLIC WORK DEPARTMENT)COLL
18008,DATIA(O/o RURAL ROAD DEVELOPMENT AUTHORITY)COLL
7145,DATIA(O/o SDM-DATIA)TEHSIL
16680,DATIA(O/o STATE RURAL LIVLYHOOD MISSION)COLL
16906,DATIA(O/o SUB DIVISIONAL MAGISTRATE)BHANDER-DATIA
5187,DATIA(O/o SUB DIVISIONAL MAGISTRATE)COLL
17414,DATIA(O/o TRANSPORT)COLL
8800,DATIA(O/o TREASURIES AND ACCOUNTS)COLL
16117,DATIA(O/o TRIBAL WELFARE)COLL
15328,DATIA(O/o WOMEN CHILD DEVELOPMENT)COLL
5191,DATIA(REVENUE)COLL
5205,DATIA(SENIOR CLERK)COLL
16794,DAT(O/o Civil surgeon)COLL
16795,DAT(O/o CMHO)COLL
14851,DAT(O/o DISTRICT EDUCATION OFFICE)COLL
16056,DAT(O/o DISTRICT INSTITUTE EDUCATION AND TRAINING)COLL
12771,DAT(O/o EXCISE)COLL
16636,DAT(O/o INDUSTRIAL TRAINING INSTITUTE-DATIA)COLL
12736,DAT(O/o INSPECTOR GENERAL REGISTRATION)COLL
12896,DAT(O/o PLANNING ECONOMICS AND STATISTICS)COLL
14545,DAT(O/o PUBLIC RELATION OFFICE)COLL
14537,DAT(O/o ZILA PANCHAYAT)COLL
14850,DAT(O/o ZILA SHIKSHA KENDRA)COLL
8905,DTA (Account)
5189,DTA(ESTABLISHMENT SECTION)COLL
12753,DTA(O/o INDUSTRIES)COLL
13329,DTA(O/o SOCIAL JUSTICE AND DISABLED PERSONS WELFARE)COLL
7144,LBR (Section-1)
7156,TEHSIL(O/o NAIB TEHSILDAR)BADONI-DATIA
7243,TEHSIL(O/o NAIB TEHSILDAR)BHANDER-DATIA
7254,TEHSIL(O/o NAIB TEHSILDAR)INDERGARH-DATIA
7235,TEHSIL(O/o NAIB TEHSILDAR)SEONDHA-DATIA
7146,TEHSIL(O/o SDM)-DATIA
7233,TEHSIL(O/o SDM)SEONDHA-DATIA
7155,TEHSIL(O/o TEHSILDAR)BADONI-DATIA
7253,TEHSIL(O/o TEHSILDAR)INDERGARH-DATIA
7234,TEHSIL(O/o TEHSILDAR)SEONDHA-DATIA
237,DNSNC(Section-1)
12458,DWS(ACCOUNT SECTION)COLL
14857,DWS( AGRICULTURE)COLL
12465,DWS(COMPLAINT SECTION)COLL
13878,DWS( DISTRICT PENSION OFFICE)COLL
12468,DWS(ELECTION SECTION)COLL
12457,DWS(ESTABLISHMENT SECTION)COLL
14859,DWS( EXCISE)COLL
16634,DWS(Government Polytechnic College Dewas)COLL
12463,DWS(LAND RECORD SECTION)COLL
12461,DWS(NAZARAT SECTION)COLL
12454,DWS(O/o ADDITIONAL COLLECTOR)COLL
13227,DWS(O/o Animal Husbandry)COLL
8381,DWS(O/o AYUSH DEPARTMENT)
13607,DWS(O/o BACKWORD CLASS AND MINORITY WELFARE)COLL
17342,DWS(O/o CIVIL SURGEON)COLL
15796,DWS(O/oCMHO)COLL
12455,DWS(O/o DEPUTY COLLECTOR)COLL
17622,DWS(O/o DISTRICT ANTYAVASAYI SAHKARI VIKAS SAMITI )Coll
15493,DWS(O/o District Central Cooperative Bank)COLL
13610,DWS(O/o DISTRICT EDUCATION OFFICE)COLL
15950,DWS(O/o District Public Prosecution)COLL
14355,DWS( O/o DISTRICT TREASURIES AND ACCOUNTS)COLL
7250,DWS(O/o E-GOVERNANCE SOCIETY)COLL
16225,DWS(O/o Fisheries)COLL
14856,DWS(O/o FOOD)COLL
13647,DWS(O/o HORTICULTURE)COLL
13603,DWS(O/o IGRS)COLL
13666,DWS(O/o INDUSTRIES)COLL
8911,DWS(O/o LABOUR)COLL
13687,DWS(O/o National Rural Livelihood Mission)COLL
7248,DWS(O/o NIC)COLL
13833,DWS(O/o PLANNING ECONOMICS AND STATISTICS)COLL
13831,DWS(O/o PUBLIC HEALTH ENGINEERING)COLL
13605,DWS(O/o PUBLIC SERVICE MANAGEMENT)COLL
14353,DWS(O/o Rural Engineering Services)COLL
16177,DWS(O/o SDM-SONKATCH)COLL
13490,DWS(O/oSocial Justice & Disable Welfare )Coll
8912,DWS(O/o SUPERINTENDENT LAND RECORDS)COLL
13665,DWS(O/o TOWN AND COUNTRY PLANNING)COLL
14053,DWS(O/o TRIBAL)COLL
14302,DWS( O/o URBAN ADMINISTRATION DEVELOPMENT)COLL
13225,DWS(O/o Women Child)
13491,DWS(O/o Zila Panchayat)COLL
13646,DWS(O/o ZILA SIKSHA KENDRA)COLL
12459,DWS(REVENUE SECTION)COLL
12467,DWS(RTI SECTION)COLL
12472,DWS(SENIOR CLERK SECTION)COLL
17420,DHA(O/o LABOUR PITHAMPUR)COLL
13076,DHAR(ACCOUNT)COLL
13088,DHAR(ARMS)COLL
13084,DHAR(COMPLAINT)COLL
13083,DHAR(CORPORATE SOCIAL RESPONSIBILITY)COLL
13675,DHAR(DISASTER MANAGEMENT)COLL
13087,DHAR(ELECTION)COLL
13075,DHAR(ESTABLISHMENT)COLL
13082,DHAR(JUDICIAL)COLL
13672,DHAR(LAND AQUISITION)COLL
16785,DHAR(MAFI)COLL
13080,DHAR(NAZARAT)COLL
7395,DHAR(O/o ADDITIONAL DISTRICT MAGISTRATE)COLL
15134,DHAR(O/o Agricultural Technology Management Agency)COLL
13091,DHAR(O/o AGRICULTURE)COLL
7387,DHAR(O/o ANIMAL HUSBANDRY)COLL
7389,DHAR(O/o AYUSH)COLL
7383,DHAR(O/o CHIEF MEDICAL HEALTH OFFICER)COLL
16300,DHAR(O/o CIVIL SURGEON)COLL
7380,DHAR(O/o COLLECTOR)COLL
7398,DHAR(O/o DEPUTY COLLECTOR)COLL
7384,DHAR(O/o DISTRICT EDUCATION OFFICE)COLL
13074,DHAR(O/o DISTRICT e-GOVERNANCE SOCIETY)COLL
7386,DHAR(O/o DISTRICT INSTITUTE EDUCATION AND TRAINING)COLL
14468,DHAR(O/o DISTRICT REGISTRAR)COLL
13092,DHAR(O/o EXCISE)COLL
7382,DHAR(O/o FISHERIES)COLL
16649,DHAR(O/o FOOD AND DRUG)COLL
13095,DHAR(O/o FOOD)COLL
19036,DHAR(O/o GOVT ITI COLLEGE DHAR)COLL
15947,DHAR(O/o GOVT. Polytechnic College Dhar)COLL
8137,DHAR(O/o HORTICULTURE)COLL
13104,DHAR(O/o INDUSTRIES)COLL
17679,DHAR(O/o Janpad Panchayat Dahi)COLL
7399,DHAR(O/o JOINT COLLECTOR)COLL
13106,DHAR(O/o LABOUR)COLL
13107,DHAR(O/o MINERAL RESOURCES DEPARTMENT)COLL
16990,DHAR(O/o NARMADA VALLEY DEVELOPMENT AUTHORITY)COLL
14461,DHAR(O/o NATIONAL RURAL LIVELIHOOD MISSION)COLL
13111,DHAR(O/o NIC OFFICE)COLL
8139,DHAR(O/o OFFICE SUPERINTENDENT)COLL
14467,DHAR(O/o PENSION)COLL
8136,DHAR(O/o PLANNING ECONOMICS STATISTICS)COLL
13102,DHAR(O/o PUBLIC HEALTH ENGINEERING)COLL
15946,DHAR(O/o PUBLIC PROSECUTION)COLL
7392,DHAR(O/o PUBLIC SERVICE MANAGEMENT)COLL
13103,DHAR(O/o PUBLIC WORKS DEPARTMENT)COLL
15022,DHAR(O/oPWD-E&M)COLL
14548,DHAR(O/o PWD-PIU)COLL
13098,DHAR(O/o REGISTRAR COOPERATIVE SOCIETIES)COLL
15132,DHAR(O/o Rural engineering services)COLL
15136,DHAR(O/o Rural Road Development Authority)COLL
8140,DHAR(O/o SOCIAL JUSTICE DISABLED PERSON WELFARE)COLL
7385,DHAR(O/o SUPERINTENDENT LAND RECORDS)COLL
16803,DHAR(O/o TEHSIL MANAWAR)COLL
13101,DHAR(O/o TOWN AND COUNTRY PLANNING)COLL
13108,DHAR(O/o TRANSPORT)COLL
7381,DHAR(O/o TRIBAL DEPARTMENT)COLL
13110,DHAR(O/o URBAN ADMINISTRATION DEVELOPMENT)COLL
13099,DHAR(O/o WOMAN CHILD DEVELOPMENT)COLL
8138,DHAR(O/o ZILA PANCHAYAT)COLL
13096,DHAR(O/o ZILA SIKSHA KENDRA)COLL
13077,DHAR(REVENUE)COLL
13093,DHAR(SENIOR CLERK)COLL
15991,DHAR(STATISTICAL WRITER)COLL
13090,DHAR(STORE)COLL
13674,DHAR(VIGILANCE)COLL
14076,DIG(ACCOUNT)BGT
14082,DIG(CCTNS)BGT
14085,DIG(CMHL)BGT
14081,DIG(CMPLT)BGT
14083,DIG(EC)BGT
14079,DIG(ESTAB)BGT
14080,DIG(NX-CELL)BGT
14077,DIG(O/o DIG)BGT
14078,DIG(O/oDSP)BGT
12218,DIGBR(COMPLAINT SECTION)
12217,DIGBR(ESTABLISHMENT SECTION)
12214,DIGBR(O/o DIG)
14109,DIG(CCTNS)CHMBL
14111,DIG(LEGAL)CHMBL
14276,DIG(ESTAB)CHP
14286,DIG(ACCOUNT)CDW
14285,DIG(ESTAB)CDW
14128,DIG(CCTNS)GWL
14130,DIG(Central Registration Unit)GWL
14129,DIG(CMHL)GWL
14126,DIG(COMPLT)GWL
14127,DIG(ESTABLISHMENT)GWL
14123,DIG(O/o DIG)GWL
14145,DIG(O/o DIG)IND
14163,DIG(O/o DIG)JBP
14328,DIG(Establishment)KGN
14326,DIG(O/o DIG)KGN
14180,DIG(O/o DIG)NDPM
14293,DIG(ESTAB)RTM
14294,DIG(GENERAL)RTM
14291,DIG(O/o DIG)RTM
14297,DIG(SB)RTM
14212,DIG(AC-2)RWA
14213,DIG(COMPLT)RWA
14211,DIG(ESTABLISHMENT)RWA
14026,DIG-SAF(Deputy Superintendent of Police)BPL
14021,DIG-SAF(ESTABLISHMENT)GWL
14006,SAF(O/oDIG)JBP
14217,DIG(O/oDSP)SGR
14242,DIG(O/o DIG)SDL
14265,DIG(O/o DIG)UJN
12779,DIND(O/o AGRICULTURE)COLL
12785,DIND(O/o ANIMAL HUSBANDRY)COLL
12784,DIND(O/o BACKWARD CLASS AND MINORITY WELFARE)COLL
13902,DIND(O/o CHIEF MEDICAL HEALTH OFFICE)COLL
12777,DIND(O/o DISTRICT EDUCATION OFFICE)COLL
13904,DIND(O/O DISTRICT PENSION OFFICE )COLL
12792,DIND(O/o DISTRICT REGISTRAR OFFICE)COLL
12789,DIND(O/o EXCISE)COLL
12773,DIND(O/o FOOD)COLL
12783,DIND(O/o HORTICULTURE)COLL
12795,DIND(O/o MINING)COLL
15922,DIND(O/o MP Jan Abhiyan Parishad)COLL
12798,DIND(o/o MP RURAL ROAD DEVELOPMENT AUTHORITY)COLL
12776,DIND(O/o PLANNING ECONOMICS AND STATISTICS)COLL
12796,DIND(O/o PUBLIC HEALTH ENGINEERING)COLL
15921,DIND(O/o Public Prosecution)COLL
15920,DIND(O/o Rural Engineering Service)COLL
12786,DIND(O/o SOCIAL JUSTICE AND DISABLED PERSONS WELFARE)COLL
12772,DIND(O/o SUPERITENDANT LAND RECORDS)COLL
12797,DIND(O/oTRANSPORT)COLL
12775,DIND(O/o TRIBAL)COLL
12790,DIND(O/o WATER RESOURCES DEPARTMENT)COLL
12791,DIND(O/o WOMAN CHILD DEVELOPMENT)COLL
12774,DIND(O/o ZILA PANCHAYAT)COLL
12778,DIND(O/o ZILA SIKSHA KENDRA)COLL
12571,DND(ACCOUNT SECTION)COLL
12590,DND(ALPBACHAT SECTION)COLL
12579,DND(ARMS SECTION)COLL
15755,DND(CENSUS SECTION)COLL
12583,DND(CENTRAL REGISTRATION UNIT)COLL
12587,DND(CIVILSUIT SECTION)COLL
12576,DND(COMPLAINT SECTION)COLL
12588,DND(DEPARTMENTAL ENQUIRY SECTION)COLL
12584,DND(DHARMASVA SECTION)COLL
12578,DND(ELECTION SECTION)COLL
12568,DND(ESTABLISHMENT SECTION)COLL
12591,DND(Land Acquisition Section)COLL
